title,link,description,bloggername,bloggerlink,postdate
삼산동 카페 정성 가득 수제 디저트 커피 맛집 발견했어요,https://blog.naver.com/helentmdgh13/224183677537,"압도적인 풍미의 바스크 치즈<b>케이크</b> 디저트 라인업 중에서도 유독 특별하다는 '시그니처... 다음번 방문 시에는 '리얼 <b>딸기</b>라떼'도 꼭 맛보고 싶어졌어요. 오티티커피는 단순한 삼산동 카페를 넘어, 디저트에... ",양생님 캐치볼 훈련장,blog.naver.com/helentmdgh13,20260214
청주 가경동 초밥뷔페 [쿠우쿠우],https://blog.naver.com/urimlog/224183676849,"생맥주도 추가금 없이 무제한입니다 과일코너에는 현재 <b>딸기</b>시즌인만큼 <b>딸기</b>로만든 <b>케이크</b>와 생<b>딸기</b>가 진열되어 있어요 ! 과일, 푸딩종류가 참 많죠 ? 빙수를 만들어먹을 수도있고 과자에 초코분수도 있어서... ",리미의 일상,blog.naver.com/urimlog,20260214
티라미슈 <b>딸기</b> 생크림 <b>케이크</b> 일대일 클래스 후기,https://blog.naver.com/hsgkjj/224183677169,뽐삐 티라미슈 <b>딸기</b> 콩포트 생크림 <b>케이크</b> <b>딸기</b> 콩포트를 끓여서 샌드를 하고 <b>딸기</b>를 가득 넣어 만든 생크림 <b>케이크</b>입니다.밍밍함없이 한 입에 <b>딸기</b>의 맛이 팍~하고 오는 진한 생크림 <b>케이크</b>죠^^! 명절에... ,베이킹 아카데미 4계 010-8857-3994,blog.naver.com/hsgkjj,20260214
맛있는 <b>딸기케이크</b> 먹으며 유등축제 가볼 만한 곳,https://blog.naver.com/l870926/224183677086,<b>딸기 케이크</b> 커다란 인형의 밑으로 지나가면 2층으로 올라가는 계단이 있어요 1층에는 케이크 보관... 들어간 <b>딸기 케이크</b>입니다 딸기는 당연히 맛있고 빵은 부드러웠어요 만화책과 보드게임 여기 진주성맛집인... ,유니네 성장여행,blog.naver.com/l870926,20260214
[일상 블로그] 2월 일상 -1 /백수가 제일 바빠,https://blog.naver.com/nayoung6313/224183674459,"오빠 생일<b>케이크</b> 예약했던거 무인픽업완료!!! 양 많지 않고 귀여운걸로 찾다가 예약했는데, 넘넘 맘에... <b>딸기</b> 타르트 비주얼 미쳐버려, 못참고 먹었다 ㅎㅎ 그리고 저 크림빵이 시그니쳐인데, 오빠가 그중에... ",나롱일상,blog.naver.com/nayoung6313,20260214
"오늘 수확, 오늘 발송 <b>딸기</b>는 신선도가 맛을 결정합니다",https://blog.naver.com/ifyouhigh/224183673280,설향 – 달콤함의 정석 •부드러운 과육 •풍부한 과즙 •남녀노소 누구나 좋아하는 당도 •케이크... 활용도 만점 ✔ 그냥 먹어도 최고 ✔ 딸기라떼 ✔ 딸기청 ✔ <b>딸기케이크</b> 토핑 ✔ 요거트 &amp; 샐러드... ,이프 유 하이 스토리,blog.naver.com/ifyouhigh,20260214
부천 상동 두쫀쿠 두바이찹쌀떡은 여기! 상동역 디저트 카페 AZT,https://blog.naver.com/rini_log__/224183339274,"<b>케이크</b>, 스콘, 오란다 등 시즌을 타지 않는 디저트도 다양한데 아무래도 요즘 가장 핫한 디저트는 두바이 디저트가 아닐 수 없잖아요?! 상동역 카페 AZT의 두바이 디저트는 두바이 쫀득 쿠키와 두바이 <b>딸기</b>... ",RINI LOG,blog.naver.com/rini_log__,20260214
두쫀쿠가 품절이라 대체로 사먹어본 두바이 스타일 간식들,https://blog.naver.com/olulotus/224180133759,"두바이 <b>딸기 케이크</b> 토스 쇼핑에서 39,000원인데 왜 내 토스에서만 29,000원으로 보였는지 모르겠는데... 초코 케이크 자체가 맛없음 그치만 딸기랑 피스타치오+카다이프가 맛있었다 두바이 스타일 파삭파이 5,900원... ",그럴 수 있지,blog.naver.com/olulotus,20260214
"백수 취준생 일기: 수영, 취미생활 즐기는 일상",https://blog.naver.com/strawberrygummy/224183670323,"<b>딸기</b> 생크림 <b>케이크</b>랑 바스크 치즈 <b>케이크</b>에 특히 빠졌는데, <b>케이크</b>는 늘 사랑인 것 같습니다. 여담으로 아티제 베이커리의 <b>딸기</b> 크루아상도 맛있어서 맨날 사먹었더니 몸무게가 늘더라고요 크크 쇼핑... ",딸기쩰리의 나이팅게일 여정,blog.naver.com/strawberrygummy,20260214
용인 구성동 맛집 추천 배스킨라빈스 용인경찰대 디저트가... ,https://blog.naver.com/nice777777_/224181724260,"KW:디저트가 맛있어요,종류가 다양해요,대화하기 좋아요] [2026-01-01 엄마 생신 기념으루 마이멜로디 <b>케이크</b> 샀어요! 위에 <b>딸기</b> 샤베트 샤각샤갹 맛있어요~~ 베이스도 다 좋아하는 맛이네요!!! 굿 ㅎㅎ KW... ",콜롬bus님의 블로그,blog.naver.com/nice777777_,20260214
"성수동, 카페, 데이트, 추천 플래드카페 서울숲 커피 맛집... ",https://blog.naver.com/matcha_2943/224179313061,"가격대는 아메리카노가 5,500원, 말차 Coco가 7,500원, <b>딸기</b> 레어 치즈<b>케이크</b>가 8,800원이고, 다양한 음료와 디저트가 준비되어 있습니다. 최근 리뷰를 살펴보면, &quot;햇살이 잘 들어오는 3층에서 산미가득 라떼를... ",녹차,blog.naver.com/matcha_2943,20260214
24시간 솝 수료과정 만들어서 바로 사용하는 cp 비누 만들기,https://blog.naver.com/lhy44/224183669951,"그렇다면 <b>케이크</b> 비누는 꼭 한번은 해봐야겠죠... <b>딸기</b>, 사과, 복숭아 등 다양한 과일 데코를 올릴 수 있어요. 똑떨어지고 매끄러운 비누표면 다음은 여름만 빼고 제가 가장 사랑하고 애정하는 꿀 비누에요.... ",일상이 즐거움이 되는 비누작업실,blog.naver.com/lhy44,20260214
대전 숙박 후기 성심당 까지 걸어서 5분 컷 <b>케이크</b>보관 가능 한... ,https://blog.naver.com/tpduddl0426/224180130441,저는 개인적으로 귤<b>케이크</b>랑 큘순수롤을 정말 좋아하거든요 ! 다른건 많이 못 먹는데 귤맛은 혼자서 반판정도 먹을 수 잇음 ! 최근에 <b>딸기</b>요거트롤도 나왔는데 ~ ~ ㅠㅠ 나 대전 또 언제가지 ㅠㅠㅠ진짜... ,방가와요 (ू˃̣̣̣̣̣̣︿˂̣̣̣̣̣̣ ू),blog.naver.com/tpduddl0426,20260214
"춘천 신상카페, 북한강 뷰와 맛있는 커피, 두바이 초콜렛... ",https://blog.naver.com/lovemyeveryday/224181243840,"그리고 바로 옆에 맛있는 케이크도 있었어요 ! 생크림 <b>딸기 케이크</b> 6.500원 두바이 초콜렛 휘낭시에 3.... 500원 *2 생크림 <b>딸기 케이크</b>는 부드러운 시트에 상큼 달달한 딸기가 층층이 들어가 있고, 로투스가... ",나의 일상이 좋아,blog.naver.com/lovemyeveryday,20260214
빕스 <b>딸기</b> 축제 <b>딸기</b> 시즌 목동맛집 빕스 목동41타워점,https://blog.naver.com/powerjf/224182809786,맛보기 새콤달콤 생<b>딸기</b>는 기본이고. <b>케이크</b>는 말차와 기본 두 가지가 있다. 말차맛이 아주 찐해서 맛있음. <b>딸기</b>에 카다이프를 얹은 브라우니도 있다. 두쫀브 정도 되려나. <b>딸기</b> 푸딩과 젤리도 있고.... ,먹으러 떠나는 여행,blog.naver.com/powerjf,20260214
롯데백화점 본점 지하 1층 푸드코트 디저트 <b>케이크</b> 옵스,https://blog.naver.com/couchpotato_o/224183670064,기본 <b>딸기</b> 생크림 <b>케이크</b>도 있고 타르트류도 있네요 티라미수도 있네요.. 가격도 디저트 치고 저렴하네요.. 조각 <b>케이크</b> 말고 홀<b>케이크</b>도 여러 종류 있습니다. <b>딸기</b>철인지 <b>딸기</b>가 많네요.. <b>케이크</b> 결제는... ,기록을함,blog.naver.com/couchpotato_o,20260214
[강원 횡성] 빈티지 감성 가득 횡성 노랑공장 대형 카페,https://blog.naver.com/syrh1052/224182395193,"원주 지정면 모 카페 7,500원 주고 <b>딸기</b>라떼 시켰는데 진심 남자들은 4모금 정도면 다 마실듯한 작은... 조각<b>케이크</b> 여러종류가 있었고 요즘 없어서 못먹는다는데 두쫀쿠가 엄청 많던디요..? 빵종류도 다양하게... ",누리의 일상,blog.naver.com/syrh1052,20260214
원주 카페 추천 <b>케이크</b> 커피 맛집ㅣ분위기 좋은 공간 픽앤롤,https://blog.naver.com/joyhosi3/224183669211,"위 사진은 한 달 전이고, 저번주에 다녀왔을 때는 헤이즐넛 대신 말차 <b>딸기</b> 갸또가 있었어요. <b>케이크</b> 금액대는 살짝 있는 편..! 하지만 맛있어서 합법..! 5. 맛 후기 가장 최근에 간 두 번, 다 다른 메뉴를... ","쁨과사전, 조이의 이야기",blog.naver.com/joyhosi3,20260214
개강까지 이제 3주 2월 둘째주 일기,https://blog.naver.com/eveloveadam/224183668750,있는 나인가보다 그냥 우울해서 단거 파티중 <b>딸기</b>라떼에 치즈<b>케이크</b> 먹는중 설날이라고 만원이상 시키니까. 이거 주심 ㅋㅋㅋㅋㅋ 귀엽다 그냥 고민하던 키보드를 질렀단는 이야기를 하고 싶었다 한글... ,아주 사적인 공간,blog.naver.com/eveloveadam,20260214
[웨이일상] 2월 14일은 발렌타인데이 _ ♡ Sweet Desert ♥,https://blog.naver.com/way-edu/224183666668,상큼한 <b>딸기</b>잼을 겹겹이 더해서 풍미 가득한 바닐라 크림에 견과류와 완두 앙금을 듬뿍 넣어... 벽돌 <b>케이크</b> 또는 벽돌 초콜릿이라 불리는 빙산룡옌은 손으로 쥐고 한입 크게 베어먹는 게 국룰! 초코맛이... ,교육의 시작,blog.naver.com/way-edu,20260214
"은평 지루성피부염치료, 음식부터 바로잡아야 합니다",https://blog.naver.com/mikyeong42a/224183666954,"설탕, 초콜릿, <b>케이크</b>, 흰 밀가루 빵 등은 혈당을 급격히 높여 염증 수치를 끌어올립니다. 인슐린 분비를... 다만 당도가 너무 높은 열대과일보다는 블루베리, <b>딸기</b> 같은 베리류나 토마토처럼 염증 완화에 좋은... ",º 하늘마음한의원의 맞춤형 피부질환 솔루션,blog.naver.com/mikyeong42a,20260214
포항공대 졸업식 날의 달콤한 휴식 포항 카페 테라로사... ,https://blog.naver.com/hyscha7209/224183665243,기분 좋은 단맛과 고소한 풍미가 간절해져서 테라로사의 대표 메뉴인 카페라떼와 시즌 메뉴인 생<b>딸기</b> <b>딸기</b>롤<b>케이크</b>를 주문했습니다. 테라로사 하면 역시 원두죠. 우유 스팀이 어찌나 고운지 첫 모금부터... ,명장이 만든 면요리,blog.naver.com/hyscha7209,20260214
Daejeon,https://blog.naver.com/zae_o0/224183665197,됐을듯 <b>딸기</b> 시루 생각보다 개크고 개무거움 미친.. (P) 다시 생각해도 우리 겁나 부지런하다 ㄷㄷ.. <b>케이크</b>랑 빵 다 사고 꿈돌이 택시 타구 영춘모찌로 감 사진 찍으려고 창문에 야무지게 썼는데 안보임 ;;... ,⠀,blog.naver.com/zae_o0,20260214
바이웨이 베이커스 별내점 미니 <b>딸기 케이크</b>,https://blog.naver.com/0o0ju/224183664373,"아래 케이크 시트가 깔려있고 그 위로 생크림, 딸기, 생크림 빵 무한 반복인데 이렇게 단순한 케이크가 왜 이렇게 맛있는 건지 모르겠어요. 위에도 딸기를 올려주시는데 양영, 위에서 봐도 난 <b>딸기 케이크</b>!... ",❤️옹주 블로그❤️,blog.naver.com/0o0ju,20260214
더현대서울 빵 맛집 '카페 레이어드' 메뉴 추천(+한정선 찹쌀떡),https://blog.naver.com/m2nem/224183664544,초코<b>딸기</b> 찹쌀떡 하나 구매했습니다 맛이 궁금해서 구매해 봤네요~ 포장지는 이쁘게 나와서 선물용으로... 조각 <b>케이크</b>도 맛있어서 다음에 홀<b>케이크</b>를 한번 도전해 봐야겠습니다 스콘처럼 종류가 다양하진... ,갠찬타이거 just do it,blog.naver.com/m2nem,20260214
"(2026.02.14) 40,000피트 상공에서 사랑을 세팅하다... ",https://blog.naver.com/parkdaniel32/224183663579,- 로마 라운지의 하트 라비올리 - 카이로의 발렌타인 컵<b>케이크</b> - 스리랑카의 초콜릿 <b>딸기</b> 두바이에서 시작된 콘셉트가 세계 각지로 확장된다. 이건 단순한 기내 이벤트가 아니라 “두바이 감성의 글로벌... ,댄박이의 월드투어 & 잡학지식,blog.naver.com/parkdaniel32,20260214
[기념일식당 추천] 그랜드하얏트 스테이크하우스 '위캔드... ,https://blog.naver.com/kjmty/224183662591,"(최강단맛) 그리고 <b>딸기케이크</b> 위에는 살짝 알코올이 들어갔다고 말씀해 주셨어요. 복숭아가 올라간 푸딩도 너무 맛있었고,, 전체적으로 눈도 호강하고 맛도 좋았던 디저트 시간 디저트에 특히 약해서... ",오늘도 주행중★,blog.naver.com/kjmty,20260214
카나페,https://blog.naver.com/haewon666/224183661203,"그릭요거트의 꾸덕함에 상큼한 <b>딸기</b> 한 입. 파운드<b>케이크</b> 시트 위에 살짝 얹어 오늘은 카페 대신 내 부엌에서 ☕ 달지 않아 더 좋은, 어른 입맛 카나페. #그릭요거트 #<b>딸기</b>디저트 #혜원표집밥 #카나페 #홈카페",깨소금,blog.naver.com/haewon666,20260214
"송해공원 카페 빵맛집, 소금명란마요로 유명한 바토플루이르... ",https://blog.naver.com/park86f/224183661646,"✔️ 디저트와 시즌 메뉴도 인기 ▶ <b>딸기</b> 생크림 <b>케이크</b> ▶ 실타래빙수, 눈꽃빙수 ▶ 피스타치오가 들어간 두바이 페스츄리 ▶ 시즌 한정 음료 계절마다 새로운 메뉴가 나와 방문할 때마다 선택의 재미가... ",그녀의 레시피,blog.naver.com/park86f,20260214
두바이쫀득쿠키 두바이 수건<b>케이크</b> 맛집 앤드투앤드 방문 후기,https://blog.naver.com/dldkgus31/224183661082,두바이 쫀득 쿠키는 기본으로 두바이 휘낭시에 <b>딸기</b>두바이쫀득쿠키 두바이수건<b>케이크</b> 등등 ...  물량도 많이 구비해놓으셔서 그런지 점심 이후 방문했는데 물량 걱정 없이 넉넉하게 모든 메뉴가 있었어요!  리뷰... ,정보모음.zip,blog.naver.com/dldkgus31,20260214
I need you right now❤️❤️❤️❤️❤️❤️,https://blog.naver.com/yeoxxio/224183660595,뉴욕치즈<b>케이크</b> 1 나 민초 싫어하는사람한테 편견 있어 ^_^ 갑자기 오세이사 보고싶어서 도현이랑... 해요 <b>딸기</b> 내놔 쓰다보니까 점점 귀찮아 진드ㅏ 나 이거 보고 진짜 감동 받았잔아... 김대영 넌 내가 평생... ,⠀,blog.naver.com/yeoxxio,20260214
HAPPY NEW YEAR,https://blog.naver.com/dyun_d/224183660694,SAT <b>딸기</b>블루베리체리와 기묘한 이야기 2026.01.11.SUN 추천받은 떡볶이 먹어보아요 떡볶쓰 약간... TUE 케맥 뇽뇽 스타벅스 바스크 초코 치즈 <b>케이크</b> 대존맛 2026.01.14.WED 반차 쓰고 데스노트 보기 2026.01.15.... ,뎐뎐-한 하루,blog.naver.com/dyun_d,20260214
초등학생도 가능한 퀸냄비로 간단하게 발렌타인데이 스초생... ,https://blog.naver.com/honghk81/224183660739,초등아들들이 만든 <b>딸기</b> 초코<b>케이크</b>인데. 꽤 그럴듯하죠? 찐한 초코맛이 정말 맛있답니다 암웨이 퀸냄비가 있으니 아이들도 베이킹을 쉽게 해요. 우리집 요술냄비 멋지죠? 퀸 Ti냄비 베이킹이 가능한 이유... ,육아하며 All review하는 후후엄마,blog.naver.com/honghk81,20260214
[투썸] 두초생 솔직 후기 • 배라 피스타치오 맛... ,https://blog.naver.com/wwwr5863/224183659086,피스타치오 카다이프가 중간에 있습니다 일단 스초생 베이스라 <b>케이크</b> 자체는 너무 맛있어요 ! <b>딸기</b>도 달구요 그런데 .... 카다이프가 약간 설탕처럼 좀 잘게잘게 있는 느낌 ? 그리고 피스타치오 원물 맛이... ,myseo,blog.naver.com/wwwr5863,20260214
파리바게트 발렌타인데이 <b>케이크</b> 종류 파바 두쫀팝 베리밤 케익... ,https://blog.naver.com/llllstyle/224183657941,"달콤한 마음을 전하기 좋은 2026 신메뉴 파리바게트 베리 가나슈 <b>케이크</b> 35,000원. 진한 초코시트에 <b>딸기</b>&amp;초코가나슈. 바삭한 초코칩이 더해진 케익이라고 해요. 저당 카카오 <b>케이크</b> 29,000원. 케데헌 헌트릭스... ",엘리의 작지만 큰 이야기 *,blog.naver.com/llllstyle,20260214
35개월 아기 육아일기 1086~1090일: 첫 미용실,https://blog.naver.com/pretty846/224183658044,하원 시 받은 교구 크리스마스 <b>케이크</b>를 만들어 온 달콩 시트에 생크림에 ㅋㅋ 토핑도 가득 잘 만들었네~ 같이 맛있게 냠냠 저녁도 냠냠 <b>딸기</b> 간식도 냠냠 입에 밴드 붙이고 즐거워 함 ㅋㅋㅋ 선물 받은... ,달콩맘 달수의 육아 일상 여행,blog.naver.com/pretty846,20260214
"투썸 두초생, 투썸 인기<b>케이크</b> 후기",https://blog.naver.com/01_19-/224183658394,"생크림과 <b>딸기</b>를 담아 완성한 제품이에요. 칼로리는 총 1,460kcal… 당류91g, 단백질 21g, 포화지방 38g, 나트륨 550mg… 예…저는 뛰러 갑니다. 다 드시고 운동 하세요.. 두초생 <b>케이크</b> 한 줄 후기 : 정말 홀리게... ",Dream come true ✨,blog.naver.com/01_19-,20260214
경기도 화성시 동탄 빨간머리 앤 카페/전통찻집 - 달콤한여행,https://sweetit.co.kr/11067227,커피나 <b>케이크</b> 같은 디저트도 주문이 가능하다. 대표메뉴 : 브런치 문의및안내 : 031-8050-3000... 치유앤 <b>딸기</b> 체험 농장 (화성시 향남읍) 화성홀스파크 (화성시 봉담읍) 무봉산 자연휴양림 (경기도 화성시)... ,so sweet,https://sweetit.co.kr/,20260214
[스타벅스] NEW <b>딸기</b> 생크림 레이어 <b>케이크</b> 후기,https://blog.naver.com/monginue/224183656604,<b>딸기</b>는 2개반은 달았는데 하나는 살짝 맛이 가서... 흠.. 요즘 투썸 <b>케이크</b>가 영 아니라서... 아숩... 스벅은 가격만 오르고... 그래도 사먹지.. 뭐.. 그렇다고... #스벅신상 #<b>딸기</b>생크림레이어<b>케이크</b> #내돈내산 #스타벅스,ALex's GOOD LIFE,blog.naver.com/monginue,20260214
